Video_File,Frame,Timestamp,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area,confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Conf,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Conf,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Conf,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Conf,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Conf,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Conf,Left_Hip_X,Left_Hip_Y,Left_Hip_Conf,Right_Hip_X,Right_Hip_Y,Right_Hip_Conf,Left_Knee_X,Left_Knee_Y,Left_Knee_Conf,Right_Knee_X,Right_Knee_Y,Right_Knee_Conf,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Conf,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Conf
jumping_jacks_4meter_center_1.mp4,0,0.0,595,84,758,393,50367,0.908054530620575,709.1173706054688,167.36251831054688,0.9912202954292297,639.0809936523438,166.08621215820312,0.9834389090538025,740.888916015625,143.18124389648438,0.9797713160514832,607.387451171875,141.70416259765625,0.9550207257270813,720.3206787109375,113.78547668457031,0.9684897661209106,628.677001953125,108.96417236328125,0.9448482990264893,700.2994995117188,271.0343017578125,0.9946714043617249,647.857421875,270.31060791015625,0.9928039908409119,718.9012451171875,322.50506591796875,0.9704659581184387,627.619873046875,323.7152099609375,0.960721492767334,727.1522827148438,369.0701904296875,0.8676214218139648,613.7904052734375,366.5289611816406,0.8397417664527893
jumping_jacks_4meter_center_1.mp4,1,0.1,595,84,758,393,50367,0.9081745147705078,709.0930786132812,167.35902404785156,0.9912126660346985,639.0031127929688,166.04898071289062,0.9834137558937073,740.8192749023438,143.13534545898438,0.9797828793525696,607.2574462890625,141.6074676513672,0.9549964666366577,720.1788330078125,113.70741271972656,0.9685229659080505,628.6161499023438,108.78021240234375,0.9448791742324829,700.2883911132812,270.9783020019531,0.9946817755699158,647.8008422851562,270.25689697265625,0.9928144812583923,718.939453125,322.42401123046875,0.9705596566200256,627.6101684570312,323.6822509765625,0.9608297944068909,727.0797119140625,369.0053405761719,0.8680323362350464,613.7623901367188,366.5444641113281,0.8401800394058228
jumping_jacks_4meter_center_1.mp4,2,0.2,595,84,758,393,50367,0.9084736108779907,709.0844116210938,167.3546600341797,0.9912164211273193,638.953369140625,166.02279663085938,0.983472466468811,740.7747802734375,143.13040161132812,0.979756236076355,607.1668701171875,141.58389282226562,0.9551149010658264,720.1702270507812,113.71383666992188,0.9684833884239197,628.5703125,108.75285339355469,0.9449772834777832,700.3090209960938,270.9376220703125,0.9946829676628113,647.7900390625,270.21417236328125,0.9928272366523743,718.956298828125,322.42767333984375,0.9705628752708435,627.5690307617188,323.68670654296875,0.9608916640281677,727.0701904296875,369.0003356933594,0.8680576682090759,613.7442626953125,366.55096435546875,0.8403454422950745
jumping_jacks_4meter_center_1.mp4,3,0.3,595,84,758,393,50367,0.9084841012954712,709.0863037109375,167.3524169921875,0.9912180304527283,638.9520874023438,166.02525329589844,0.9834633469581604,740.78759765625,143.1241455078125,0.9797660708427429,607.1629028320312,141.58651733398438,0.9550918340682983,720.1396484375,113.69200134277344,0.9684997200965881,628.5715942382812,108.75059509277344,0.9449647665023804,700.308349609375,270.945556640625,0.9946828484535217,647.786865234375,270.2249755859375,0.9928243160247803,718.952392578125,322.41876220703125,0.9705600738525391,627.5720825195312,323.6928405761719,0.9608737826347351,727.0592651367188,368.9847412109375,0.8680382370948792,613.7506103515625,366.5567626953125,0.8402872681617737
jumping_jacks_4meter_center_1.mp4,4,0.4,595,84,758,393,50367,0.9083684086799622,709.0526123046875,167.37493896484375,0.9911875128746033,639.0017700195312,166.02716064453125,0.9835069179534912,740.7176513671875,143.1695556640625,0.9796659350395203,607.2328491210938,141.58740234375,0.9552374482154846,720.2933959960938,113.81088256835938,0.968366801738739,628.7052001953125,108.75653076171875,0.945060670375824,700.291259765625,270.9542236328125,0.9946680068969727,647.8180541992188,270.2322998046875,0.9928267002105713,718.9276733398438,322.4408874511719,0.9704784750938416,627.5540771484375,323.718505859375,0.9608855843544006,727.05859375,369.0019226074219,0.8677951097488403,613.70068359375,366.5937805175781,0.8402780890464783
jumping_jacks_4meter_center_1.mp4,5,0.5,595,84,758,393,50367,0.9077436327934265,709.029296875,167.3002471923828,0.9911912083625793,638.9952392578125,166.0395050048828,0.9835266470909119,740.5691528320312,142.974365234375,0.9796420335769653,607.3721313476562,141.62191772460938,0.9552003741264343,720.4343872070312,113.94171142578125,0.9682982563972473,628.9913330078125,108.64361572265625,0.9449630379676819,700.270263671875,270.95819091796875,0.9946582913398743,647.802734375,270.26971435546875,0.9928143620491028,718.9689331054688,322.53961181640625,0.9703975915908813,627.5473022460938,323.759521484375,0.9607849717140198,727.0643310546875,369.09613037109375,0.8675251603126526,613.8004760742188,366.5462951660156,0.8399943113327026
jumping_jacks_4meter_center_1.mp4,6,0.6,595,84,758,393,50367,0.9076989889144897,708.9927978515625,167.20742797851562,0.9911717772483826,639.1241455078125,166.01451110839844,0.9838548302650452,740.5574951171875,143.067138671875,0.9793851375579834,607.7081909179688,141.74722290039062,0.9559850096702576,720.7113647460938,114.15095520019531,0.9679232835769653,629.4915771484375,108.74122619628906,0.9455288648605347,700.26806640625,271.00445556640625,0.9946274161338806,647.9151611328125,270.33056640625,0.9928568601608276,718.9041748046875,322.4931335449219,0.9702057242393494,627.5531005859375,323.6354675292969,0.9609785079956055,727.2550048828125,369.1409912109375,0.8670327067375183,613.8681640625,366.45245361328125,0.8404719829559326
jumping_jacks_4meter_center_1.mp4,7,0.7,611,103,739,401,38144,0.8610958456993103,706.1552124023438,165.94113159179688,0.9926266074180603,644.2117919921875,166.4056396484375,0.9956028461456299,724.0028076171875,207.84164428710938,0.9577307105064392,628.9356689453125,207.7520751953125,0.9732019901275635,726.8866577148438,230.74398803710938,0.9320263266563416,625.6486206054688,227.47227478027344,0.9480860233306885,695.329345703125,257.3249816894531,0.9955323934555054,657.1862182617188,257.6988220214844,0.9966248273849487,691.1923217773438,318.6941833496094,0.9852132201194763,659.9886474609375,318.88287353515625,0.9871197938919067,683.5985107421875,374.0579528808594,0.9538022875785828,663.0150146484375,374.06793212890625,0.9579671621322632
jumping_jacks_4meter_center_1.mp4,8,0.8,595,84,788,392,59444,0.8504100441932678,705.6514892578125,147.0188446044922,0.992128849029541,641.053466796875,151.8179168701172,0.995466947555542,741.427490234375,171.955810546875,0.9580990076065063,614.4288330078125,182.55679321289062,0.9800118207931519,766.3543090820312,175.02737426757812,0.9293777346611023,614.6242065429688,173.54739379882812,0.9609968662261963,695.90087890625,242.65438842773438,0.9955867528915405,654.4104614257812,245.60336303710938,0.9965337514877319,700.8250122070312,310.549560546875,0.9843078255653381,647.9820556640625,313.78857421875,0.9885110855102539,702.1812744140625,369.1576843261719,0.9398611187934875,647.01513671875,369.771728515625,0.9510464072227478
jumping_jacks_4meter_center_1.mp4,9,0.9,538,84,814,397,86388,0.9188041090965271,708.68603515625,144.21688842773438,0.9934152364730835,642.300537109375,149.80673217773438,0.9951993823051453,753.5733642578125,145.3343963623047,0.9740945100784302,597.6892700195312,158.15660095214844,0.9834223985671997,784.406005859375,126.02079772949219,0.9557573795318604,562.78662109375,143.9991455078125,0.968431293964386,702.7627563476562,243.92938232421875,0.997320830821991,657.80419921875,246.28594970703125,0.9977491497993469,713.3970336914062,307.9925231933594,0.989484965801239,638.79052734375,311.44171142578125,0.9911593794822693,720.0845336914062,366.82720947265625,0.9526205658912659,624.45947265625,372.4066162109375,0.9569081664085388
